Product,Table ID,2024 Variable,2023 Variable,Change,2024 Label,2023 Label,Notes,,,,,,,,,,,
Subject Tables,S0902,S0902_C02_002E,S0902_C02_002E,No Change,"Estimate!!White alone, not Hispanic or Latino!!Population 15 to 19 years!!SCHOOL ENROLLMENT!!Enrolled in school","Estimate!!White alone, not Hispanic or Latino!!Population 15 to 19 years!!SCHOOL ENROLLMENT!!Enrolled in school",,,,,,,,,,,,
Subject Tables,S0902,S0902_C03_002E,S0902_C03_002E,No Change,Estimate!!Black or African American!!Population 15 to 19 years!!SCHOOL ENROLLMENT!!Enrolled in school,Estimate!!Black or African American!!Population 15 to 19 years!!SCHOOL ENROLLMENT!!Enrolled in school,,,,,,,,,,,,
Subject Tables,S0902,S0902_C04_002E,S0902_C04_002E,No Change,Estimate!!Hispanic or Latino origin (of any race)!!Population 15 to 19 years!!SCHOOL ENROLLMENT!!Enrolled in school,Estimate!!Hispanic or Latino origin (of any race)!!Population 15 to 19 years!!SCHOOL ENROLLMENT!!Enrolled in school,,,,,,,,,,,,
Subject Tables,S0902,S0902_C01_003E,S0902_C01_003E,No Change,Estimate!!Total!!Population 15 to 19 years!!SCHOOL ENROLLMENT!!Enrolled in school!!Public,Estimate!!Total!!Population 15 to 19 years!!SCHOOL ENROLLMENT!!Enrolled in school!!Public,,,,,,,,,,,,
Subject Tables,S0902,S0902_C02_003E,S0902_C02_003E,No Change,"Estimate!!White alone, not Hispanic or Latino!!Population 15 to 19 years!!SCHOOL ENROLLMENT!!Enrolled in school!!Public","Estimate!!White alone, not Hispanic or Latino!!Population 15 to 19 years!!SCHOOL ENROLLMENT!!Enrolled in school!!Public",,,,,,,,,,,,
Subject Tables,S0902,S0902_C03_003E,S0902_C03_003E,No Change,Estimate!!Black or African American!!Population 15 to 19 years!!SCHOOL ENROLLMENT!!Enrolled in school!!Public,Estimate!!Black or African American!!Population 15 to 19 years!!SCHOOL ENROLLMENT!!Enrolled in school!!Public,,,,,,,,,,,,
Subject Tables,S0902,S0902_C04_003E,S0902_C04_003E,No Change,Estimate!!Hispanic or Latino origin (of any race)!!Population 15 to 19 years!!SCHOOL ENROLLMENT!!Enrolled in school!!Public,Estimate!!Hispanic or Latino origin (of any race)!!Population 15 to 19 years!!SCHOOL ENROLLMENT!!Enrolled in school!!Public,,,,,,,,,,,,
Subject Tables,S0902,S0902_C01_004E,S0902_C01_004E,No Change,Estimate!!Total!!Population 15 to 19 years!!SCHOOL ENROLLMENT!!Enrolled in school!!Private,Estimate!!Total!!Population 15 to 19 years!!SCHOOL ENROLLMENT!!Enrolled in school!!Private,,,,,,,,,,,,
Subject Tables,S0902,S0902_C02_004E,S0902_C02_004E,No Change,"Estimate!!White alone, not Hispanic or Latino!!Population 15 to 19 years!!SCHOOL ENROLLMENT!!Enrolled in school!!Private","Estimate!!White alone, not Hispanic or Latino!!Population 15 to 19 years!!SCHOOL ENROLLMENT!!Enrolled in school!!Private",,,,,,,,,,,,
Subject Tables,S0902,S0902_C03_004E,S0902_C03_004E,No Change,Estimate!!Black or African American!!Population 15 to 19 years!!SCHOOL ENROLLMENT!!Enrolled in school!!Private,Estimate!!Black or African American!!Population 15 to 19 years!!SCHOOL ENROLLMENT!!Enrolled in school!!Private,,,,,,,,,,,,
Subject Tables,S0902,S0902_C04_004E,S0902_C04_004E,No Change,Estimate!!Hispanic or Latino origin (of any race)!!Population 15 to 19 years!!SCHOOL ENROLLMENT!!Enrolled in school!!Private,Estimate!!Hispanic or Latino origin (of any race)!!Population 15 to 19 years!!SCHOOL ENROLLMENT!!Enrolled in school!!Private,,,,,,,,,,,,
Subject Tables,S0902,S0902_C01_005E,S0902_C01_005E,No Change,Estimate!!Total!!Population 15 to 19 years!!SCHOOL ENROLLMENT!!Not enrolled in school,Estimate!!Total!!Population 15 to 19 years!!SCHOOL ENROLLMENT!!Not enrolled in school,,,,,,,,,,,,
Subject Tables,S0902,S0902_C02_005E,S0902_C02_005E,No Change,"Estimate!!White alone, not Hispanic or Latino!!Population 15 to 19 years!!SCHOOL ENROLLMENT!!Not enrolled in school","Estimate!!White alone, not Hispanic or Latino!!Population 15 to 19 years!!SCHOOL ENROLLMENT!!Not enrolled in school",,,,,,,,,,,,
Subject Tables,S0902,S0902_C03_005E,S0902_C03_005E,No Change,Estimate!!Black or African American!!Population 15 to 19 years!!SCHOOL ENROLLMENT!!Not enrolled in school,Estimate!!Black or African American!!Population 15 to 19 years!!SCHOOL ENROLLMENT!!Not enrolled in school,,,,,,,,,,,,
Subject Tables,S0902,S0902_C04_005E,S0902_C04_005E,No Change,Estimate!!Hispanic or Latino origin (of any race)!!Population 15 to 19 years!!SCHOOL ENROLLMENT!!Not enrolled in school,Estimate!!Hispanic or Latino origin (of any race)!!Population 15 to 19 years!!SCHOOL ENROLLMENT!!Not enrolled in school,,,,,,,,,,,,
Subject Tables,S0902,S0902_C01_006E,S0902_C01_006E,No Change,Estimate!!Total!!Population 15 to 19 years!!MARITAL STATUS AND FERTILITY!!Male,Estimate!!Total!!Population 15 to 19 years!!MARITAL STATUS AND FERTILITY!!Male,,,,,,,,,,,,
Subject Tables,S0902,S0902_C02_006E,S0902_C02_006E,No Change,"Estimate!!White alone, not Hispanic or Latino!!Population 15 to 19 years!!MARITAL STATUS AND FERTILITY!!Male","Estimate!!White alone, not Hispanic or Latino!!Population 15 to 19 years!!MARITAL STATUS AND FERTILITY!!Male",,,,,,,,,,,,
Subject Tables,S0902,S0902_C03_006E,S0902_C03_006E,No Change,Estimate!!Black or African American!!Population 15 to 19 years!!MARITAL STATUS AND FERTILITY!!Male,Estimate!!Black or African American!!Population 15 to 19 years!!MARITAL STATUS AND FERTILITY!!Male,,,,,,,,,,,,
Subject Tables,S0902,S0902_C04_006E,S0902_C04_006E,No Change,Estimate!!Hispanic or Latino origin (of any race)!!Population 15 to 19 years!!MARITAL STATUS AND FERTILITY!!Male,Estimate!!Hispanic or Latino origin (of any race)!!Population 15 to 19 years!!MARITAL STATUS AND FERTILITY!!Male,,,,,,,,,,,,
Subject Tables,S0902,S0902_C01_007E,S0902_C01_007E,No Change,Estimate!!Total!!Population 15 to 19 years!!MARITAL STATUS AND FERTILITY!!Male!!Ever married,Estimate!!Total!!Population 15 to 19 years!!MARITAL STATUS AND FERTILITY!!Male!!Ever married,,,,,,,,,,,,
Subject Tables,S0902,S0902_C02_007E,S0902_C02_007E,No Change,"Estimate!!White alone, not Hispanic or Latino!!Population 15 to 19 years!!MARITAL STATUS AND FERTILITY!!Male!!Ever married","Estimate!!White alone, not Hispanic or Latino!!Population 15 to 19 years!!MARITAL STATUS AND FERTILITY!!Male!!Ever married",,,,,,,,,,,,
Subject Tables,S0902,S0902_C03_007E,S0902_C03_007E,No Change,Estimate!!Black or African American!!Population 15 to 19 years!!MARITAL STATUS AND FERTILITY!!Male!!Ever married,Estimate!!Black or African American!!Population 15 to 19 years!!MARITAL STATUS AND FERTILITY!!Male!!Ever married,,,,,,,,,,,,
Subject Tables,S0902,S0902_C04_007E,S0902_C04_007E,No Change,Estimate!!Hispanic or Latino origin (of any race)!!Population 15 to 19 years!!MARITAL STATUS AND FERTILITY!!Male!!Ever married,Estimate!!Hispanic or Latino origin (of any race)!!Population 15 to 19 years!!MARITAL STATUS AND FERTILITY!!Male!!Ever married,,,,,,,,,,,,
Subject Tables,S0902,S0902_C01_008E,S0902_C01_008E,No Change,Estimate!!Total!!Population 15 to 19 years!!MARITAL STATUS AND FERTILITY!!Female,Estimate!!Total!!Population 15 to 19 years!!MARITAL STATUS AND FERTILITY!!Female,,,,,,,,,,,,
Subject Tables,S0902,S0902_C02_008E,S0902_C02_008E,No Change,"Estimate!!White alone, not Hispanic or Latino!!Population 15 to 19 years!!MARITAL STATUS AND FERTILITY!!Female","Estimate!!White alone, not Hispanic or Latino!!Population 15 to 19 years!!MARITAL STATUS AND FERTILITY!!Female",,,,,,,,,,,,
Subject Tables,S0902,S0902_C03_008E,S0902_C03_008E,No Change,Estimate!!Black or African American!!Population 15 to 19 years!!MARITAL STATUS AND FERTILITY!!Female,Estimate!!Black or African American!!Population 15 to 19 years!!MARITAL STATUS AND FERTILITY!!Female,,,,,,,,,,,,
Subject Tables,S0902,S0902_C04_008E,S0902_C04_008E,No Change,Estimate!!Hispanic or Latino origin (of any race)!!Population 15 to 19 years!!MARITAL STATUS AND FERTILITY!!Female,Estimate!!Hispanic or Latino origin (of any race)!!Population 15 to 19 years!!MARITAL STATUS AND FERTILITY!!Female,,,,,,,,,,,,
Subject Tables,S0902,S0902_C01_009E,S0902_C01_009E,No Change,Estimate!!Total!!Population 15 to 19 years!!MARITAL STATUS AND FERTILITY!!Female!!Ever married,Estimate!!Total!!Population 15 to 19 years!!MARITAL STATUS AND FERTILITY!!Female!!Ever married,,,,,,,,,,,,
Subject Tables,S0902,S0902_C02_009E,S0902_C02_009E,No Change,"Estimate!!White alone, not Hispanic or Latino!!Population 15 to 19 years!!MARITAL STATUS AND FERTILITY!!Female!!Ever married","Estimate!!White alone, not Hispanic or Latino!!Population 15 to 19 years!!MARITAL STATUS AND FERTILITY!!Female!!Ever married",,,,,,,,,,,,
Subject Tables,S0902,S0902_C03_009E,S0902_C03_009E,No Change,Estimate!!Black or African American!!Population 15 to 19 years!!MARITAL STATUS AND FERTILITY!!Female!!Ever married,Estimate!!Black or African American!!Population 15 to 19 years!!MARITAL STATUS AND FERTILITY!!Female!!Ever married,,,,,,,,,,,,
Subject Tables,S0902,S0902_C04_009E,S0902_C04_009E,No Change,Estimate!!Hispanic or Latino origin (of any race)!!Population 15 to 19 years!!MARITAL STATUS AND FERTILITY!!Female!!Ever married,Estimate!!Hispanic or Latino origin (of any race)!!Population 15 to 19 years!!MARITAL STATUS AND FERTILITY!!Female!!Ever married,,,,,,,,,,,,
Subject Tables,S0902,S0902_C01_010E,S0902_C01_010E,No Change,Estimate!!Total!!Population 15 to 19 years!!MARITAL STATUS AND FERTILITY!!Female!!Female with a birth in the past 12 months,Estimate!!Total!!Population 15 to 19 years!!MARITAL STATUS AND FERTILITY!!Female!!Female with a birth in the past 12 months,,,,,,,,,,,,
Subject Tables,S0902,S0902_C02_010E,S0902_C02_010E,No Change,"Estimate!!White alone, not Hispanic or Latino!!Population 15 to 19 years!!MARITAL STATUS AND FERTILITY!!Female!!Female with a birth in the past 12 months","Estimate!!White alone, not Hispanic or Latino!!Population 15 to 19 years!!MARITAL STATUS AND FERTILITY!!Female!!Female with a birth in the past 12 months",,,,,,,,,,,,
Subject Tables,S0902,S0902_C03_010E,S0902_C03_010E,No Change,Estimate!!Black or African American!!Population 15 to 19 years!!MARITAL STATUS AND FERTILITY!!Female!!Female with a birth in the past 12 months,Estimate!!Black or African American!!Population 15 to 19 years!!MARITAL STATUS AND FERTILITY!!Female!!Female with a birth in the past 12 months,,,,,,,,,,,,
Subject Tables,S0902,S0902_C04_010E,S0902_C04_010E,No Change,Estimate!!Hispanic or Latino origin (of any race)!!Population 15 to 19 years!!MARITAL STATUS AND FERTILITY!!Female!!Female with a birth in the past 12 months,Estimate!!Hispanic or Latino origin (of any race)!!Population 15 to 19 years!!MARITAL STATUS AND FERTILITY!!Female!!Female with a birth in the past 12 months,,,,,,,,,,,,
Subject Tables,S0902,S0902_C01_011E,S0902_C01_011E,No Change,Estimate!!Total!!HOUSEHOLD TYPE!!Population 15 to 19 years in households,Estimate!!Total!!HOUSEHOLD TYPE!!Population 15 to 19 years in households,,,,,,,,,,,,
Subject Tables,S0902,S0902_C02_011E,S0902_C02_011E,No Change,"Estimate!!White alone, not Hispanic or Latino!!HOUSEHOLD TYPE!!Population 15 to 19 years in households","Estimate!!White alone, not Hispanic or Latino!!HOUSEHOLD TYPE!!Population 15 to 19 years in households",,,,,,,,,,,,
Subject Tables,S0902,S0902_C03_011E,S0902_C03_011E,No Change,Estimate!!Black or African American!!HOUSEHOLD TYPE!!Population 15 to 19 years in households,Estimate!!Black or African American!!HOUSEHOLD TYPE!!Population 15 to 19 years in households,,,,,,,,,,,,
Subject Tables,S0902,S0902_C04_011E,S0902_C04_011E,No Change,Estimate!!Hispanic or Latino origin (of any race)!!HOUSEHOLD TYPE!!Population 15 to 19 years in households,Estimate!!Hispanic or Latino origin (of any race)!!HOUSEHOLD TYPE!!Population 15 to 19 years in households,,,,,,,,,,,,
Subject Tables,S0902,S0902_C01_012E,S0902_C01_012E,No Change,Estimate!!Total!!HOUSEHOLD TYPE!!Population 15 to 19 years in households!!In married-couple family households,Estimate!!Total!!HOUSEHOLD TYPE!!Population 15 to 19 years in households!!In married-couple family households,,,,,,,,,,,,
Subject Tables,S0902,S0902_C02_012E,S0902_C02_012E,No Change,"Estimate!!White alone, not Hispanic or Latino!!HOUSEHOLD TYPE!!Population 15 to 19 years in households!!In married-couple family households","Estimate!!White alone, not Hispanic or Latino!!HOUSEHOLD TYPE!!Population 15 to 19 years in households!!In married-couple family households",,,,,,,,,,,,
Subject Tables,S0902,S0902_C03_012E,S0902_C03_012E,No Change,Estimate!!Black or African American!!HOUSEHOLD TYPE!!Population 15 to 19 years in households!!In married-couple family households,Estimate!!Black or African American!!HOUSEHOLD TYPE!!Population 15 to 19 years in households!!In married-couple family households,,,,,,,,,,,,
Subject Tables,S0902,S0902_C04_012E,S0902_C04_012E,No Change,Estimate!!Hispanic or Latino origin (of any race)!!HOUSEHOLD TYPE!!Population 15 to 19 years in households!!In married-couple family households,Estimate!!Hispanic or Latino origin (of any race)!!HOUSEHOLD TYPE!!Population 15 to 19 years in households!!In married-couple family households,,,,,,,,,,,,
Subject Tables,S0902,S0902_C01_013E,S0902_C01_013E,No Change,"Estimate!!Total!!HOUSEHOLD TYPE!!Population 15 to 19 years in households!!In male householder, no spouse present, family households","Estimate!!Total!!HOUSEHOLD TYPE!!Population 15 to 19 years in households!!In male householder, no spouse present, family households",,,,,,,,,,,,
Subject Tables,S0902,S0902_C02_013E,S0902_C02_013E,No Change,"Estimate!!White alone, not Hispanic or Latino!!HOUSEHOLD TYPE!!Population 15 to 19 years in households!!In male householder, no spouse present, family households","Estimate!!White alone, not Hispanic or Latino!!HOUSEHOLD TYPE!!Population 15 to 19 years in households!!In male householder, no spouse present, family households",,,,,,,,,,,,
Subject Tables,S0902,S0902_C03_013E,S0902_C03_013E,No Change,"Estimate!!Black or African American!!HOUSEHOLD TYPE!!Population 15 to 19 years in households!!In male householder, no spouse present, family households","Estimate!!Black or African American!!HOUSEHOLD TYPE!!Population 15 to 19 years in households!!In male householder, no spouse present, family households",,,,,,,,,,,,
Subject Tables,S0902,S0902_C04_013E,S0902_C04_013E,No Change,"Estimate!!Hispanic or Latino origin (of any race)!!HOUSEHOLD TYPE!!Population 15 to 19 years in households!!In male householder, no spouse present, family households","Estimate!!Hispanic or Latino origin (of any race)!!HOUSEHOLD TYPE!!Population 15 to 19 years in households!!In male householder, no spouse present, family households",,,,,,,,,,,,
Subject Tables,S0902,S0902_C01_014E,S0902_C01_014E,No Change,"Estimate!!Total!!HOUSEHOLD TYPE!!Population 15 to 19 years in households!!In female householder, no spouse present, family households","Estimate!!Total!!HOUSEHOLD TYPE!!Population 15 to 19 years in households!!In female householder, no spouse present, family households",,,,,,,,,,,,
Subject Tables,S0902,S0902_C02_014E,S0902_C02_014E,No Change,"Estimate!!White alone, not Hispanic or Latino!!HOUSEHOLD TYPE!!Population 15 to 19 years in households!!In female householder, no spouse present, family households","Estimate!!White alone, not Hispanic or Latino!!HOUSEHOLD TYPE!!Population 15 to 19 years in households!!In female householder, no spouse present, family households",,,,,,,,,,,,
Subject Tables,S0902,S0902_C03_014E,S0902_C03_014E,No Change,"Estimate!!Black or African American!!HOUSEHOLD TYPE!!Population 15 to 19 years in households!!In female householder, no spouse present, family households","Estimate!!Black or African American!!HOUSEHOLD TYPE!!Population 15 to 19 years in households!!In female householder, no spouse present, family households",,,,,,,,,,,,
Subject Tables,S0902,S0902_C04_014E,S0902_C04_014E,No Change,"Estimate!!Hispanic or Latino origin (of any race)!!HOUSEHOLD TYPE!!Population 15 to 19 years in households!!In female householder, no spouse present, family households","Estimate!!Hispanic or Latino origin (of any race)!!HOUSEHOLD TYPE!!Population 15 to 19 years in households!!In female householder, no spouse present, family households",,,,,,,,,,,,
Subject Tables,S0902,S0902_C01_015E,S0902_C01_015E,No Change,Estimate!!Total!!HOUSEHOLD TYPE!!Population 15 to 19 years in households!!In nonfamily households,Estimate!!Total!!HOUSEHOLD TYPE!!Population 15 to 19 years in households!!In nonfamily households,,,,,,,,,,,,
Subject Tables,S0902,S0902_C02_015E,S0902_C02_015E,No Change,"Estimate!!White alone, not Hispanic or Latino!!HOUSEHOLD TYPE!!Population 15 to 19 years in households!!In nonfamily households","Estimate!!White alone, not Hispanic or Latino!!HOUSEHOLD TYPE!!Population 15 to 19 years in households!!In nonfamily households",,,,,,,,,,,,
Subject Tables,S0902,S0902_C03_015E,S0902_C03_015E,No Change,Estimate!!Black or African American!!HOUSEHOLD TYPE!!Population 15 to 19 years in households!!In nonfamily households,Estimate!!Black or African American!!HOUSEHOLD TYPE!!Population 15 to 19 years in households!!In nonfamily households,,,,,,,,,,,,
Subject Tables,S0902,S0902_C04_015E,S0902_C04_015E,No Change,Estimate!!Hispanic or Latino origin (of any race)!!HOUSEHOLD TYPE!!Population 15 to 19 years in households!!In nonfamily households,Estimate!!Hispanic or Latino origin (of any race)!!HOUSEHOLD TYPE!!Population 15 to 19 years in households!!In nonfamily households,,,,,,,,,,,,
Subject Tables,S0902,S0902_C01_016E,S0902_C01_016E,No Change,Estimate!!Total!!Population 16 to 19 years,Estimate!!Total!!Population 16 to 19 years,,,,,,,,,,,,
Subject Tables,S0902,S0902_C02_016E,S0902_C02_016E,No Change,"Estimate!!White alone, not Hispanic or Latino!!Population 16 to 19 years","Estimate!!White alone, not Hispanic or Latino!!Population 16 to 19 years",,,,,,,,,,,,
Subject Tables,S0902,S0902_C03_016E,S0902_C03_016E,No Change,Estimate!!Black or African American!!Population 16 to 19 years,Estimate!!Black or African American!!Population 16 to 19 years,,,,,,,,,,,,
Subject Tables,S0902,S0902_C04_016E,S0902_C04_016E,No Change,Estimate!!Hispanic or Latino origin (of any race)!!Population 16 to 19 years,Estimate!!Hispanic or Latino origin (of any race)!!Population 16 to 19 years,,,,,,,,,,,,
Subject Tables,S0902,S0902_C01_017E,S0902_C01_017E,No Change,Estimate!!Total!!Population 16 to 19 years!!IDLENESS!!Not enrolled in school and not in the labor force,Estimate!!Total!!Population 16 to 19 years!!IDLENESS!!Not enrolled in school and not in the labor force,,,,,,,,,,,,
Subject Tables,S0902,S0902_C02_017E,S0902_C02_017E,No Change,"Estimate!!White alone, not Hispanic or Latino!!Population 16 to 19 years!!IDLENESS!!Not enrolled in school and not in the labor force","Estimate!!White alone, not Hispanic or Latino!!Population 16 to 19 years!!IDLENESS!!Not enrolled in school and not in the labor force",,,,,,,,,,,,
Subject Tables,S0902,S0902_C03_017E,S0902_C03_017E,No Change,Estimate!!Black or African American!!Population 16 to 19 years!!IDLENESS!!Not enrolled in school and not in the labor force,Estimate!!Black or African American!!Population 16 to 19 years!!IDLENESS!!Not enrolled in school and not in the labor force,,,,,,,,,,,,
Subject Tables,S0902,S0902_C04_017E,S0902_C04_017E,No Change,Estimate!!Hispanic or Latino origin (of any race)!!Population 16 to 19 years!!IDLENESS!!Not enrolled in school and not in the labor force,Estimate!!Hispanic or Latino origin (of any race)!!Population 16 to 19 years!!IDLENESS!!Not enrolled in school and not in the labor force,,,,,,,,,,,,
Subject Tables,S0902,S0902_C01_018E,S0902_C01_018E,No Change,Estimate!!Total!!Population 16 to 19 years!!LABOR FORCE STATUS!!In the labor force,Estimate!!Total!!Population 16 to 19 years!!LABOR FORCE STATUS!!In the labor force,,,,,,,,,,,,
Subject Tables,S0902,S0902_C02_018E,S0902_C02_018E,No Change,"Estimate!!White alone, not Hispanic or Latino!!Population 16 to 19 years!!LABOR FORCE STATUS!!In the labor force","Estimate!!White alone, not Hispanic or Latino!!Population 16 to 19 years!!LABOR FORCE STATUS!!In the labor force",,,,,,,,,,,,
Subject Tables,S0902,S0902_C03_018E,S0902_C03_018E,No Change,Estimate!!Black or African American!!Population 16 to 19 years!!LABOR FORCE STATUS!!In the labor force,Estimate!!Black or African American!!Population 16 to 19 years!!LABOR FORCE STATUS!!In the labor force,,,,,,,,,,,,
Subject Tables,S0902,S0902_C04_018E,S0902_C04_018E,No Change,Estimate!!Hispanic or Latino origin (of any race)!!Population 16 to 19 years!!LABOR FORCE STATUS!!In the labor force,Estimate!!Hispanic or Latino origin (of any race)!!Population 16 to 19 years!!LABOR FORCE STATUS!!In the labor force,,,,,,,,,,,,
Subject Tables,S1001,S1001_C01_001E,S1001_C01_001E,No Change,Estimate!!Total!!Grandchildren under 18 years living with a grandparent householder,Estimate!!Total!!Grandchildren under 18 years living with a grandparent householder,,,,,,,,,,,,
Subject Tables,S1001,S1001_C02_001E,S1001_C02_001E,No Change,Estimate!!Total!!With grandparent responsible!!Grandchildren under 18 years living with a grandparent householder,Estimate!!Total!!With grandparent responsible!!Grandchildren under 18 years living with a grandparent householder,,,,,,,,,,,,
Subject Tables,S1001,S1001_C03_001E,S1001_C03_001E,No Change,Estimate!!Grandchildren with no parent present!!With grandparent responsible!!Grandchildren under 18 years living with a grandparent householder,Estimate!!Grandchildren with no parent present!!With grandparent responsible!!Grandchildren under 18 years living with a grandparent householder,,,,,,,,,,,,
Subject Tables,S1001,S1001_C01_002E,S1001_C01_002E,No Change,Estimate!!Total!!Grandchildren under 18 years living with a grandparent householder!!AGE!!Under 6 years,Estimate!!Total!!Grandchildren under 18 years living with a grandparent householder!!AGE!!Under 6 years,,,,,,,,,,,,
Subject Tables,S1001,S1001_C02_002E,S1001_C02_002E,No Change,Estimate!!Total!!With grandparent responsible!!Grandchildren under 18 years living with a grandparent householder!!AGE!!Under 6 years,Estimate!!Total!!With grandparent responsible!!Grandchildren under 18 years living with a grandparent householder!!AGE!!Under 6 years,,,,,,,,,,,,
Subject Tables,S1001,S1001_C03_002E,S1001_C03_002E,No Change,Estimate!!Grandchildren with no parent present!!With grandparent responsible!!Grandchildren under 18 years living with a grandparent householder!!AGE!!Under 6 years,Estimate!!Grandchildren with no parent present!!With grandparent responsible!!Grandchildren under 18 years living with a grandparent householder!!AGE!!Under 6 years,,,,,,,,,,,,
Subject Tables,S1001,S1001_C01_003E,S1001_C01_003E,No Change,Estimate!!Total!!Grandchildren under 18 years living with a grandparent householder!!AGE!!6 to 11 years,Estimate!!Total!!Grandchildren under 18 years living with a grandparent householder!!AGE!!6 to 11 years,,,,,,,,,,,,
Subject Tables,S1001,S1001_C02_003E,S1001_C02_003E,No Change,Estimate!!Total!!With grandparent responsible!!Grandchildren under 18 years living with a grandparent householder!!AGE!!6 to 11 years,Estimate!!Total!!With grandparent responsible!!Grandchildren under 18 years living with a grandparent householder!!AGE!!6 to 11 years,,,,,,,,,,,,
Subject Tables,S1001,S1001_C03_003E,S1001_C03_003E,No Change,Estimate!!Grandchildren with no parent present!!With grandparent responsible!!Grandchildren under 18 years living with a grandparent householder!!AGE!!6 to 11 years,Estimate!!Grandchildren with no parent present!!With grandparent responsible!!Grandchildren under 18 years living with a grandparent householder!!AGE!!6 to 11 years,,,,,,,,,,,,
Subject Tables,S1001,S1001_C01_004E,S1001_C01_004E,No Change,Estimate!!Total!!Grandchildren under 18 years living with a grandparent householder!!AGE!!12 to 17 years,Estimate!!Total!!Grandchildren under 18 years living with a grandparent householder!!AGE!!12 to 17 years,,,,,,,,,,,,
Subject Tables,S1001,S1001_C02_004E,S1001_C02_004E,No Change,Estimate!!Total!!With grandparent responsible!!Grandchildren under 18 years living with a grandparent householder!!AGE!!12 to 17 years,Estimate!!Total!!With grandparent responsible!!Grandchildren under 18 years living with a grandparent householder!!AGE!!12 to 17 years,,,,,,,,,,,,
Subject Tables,S1001,S1001_C03_004E,S1001_C03_004E,No Change,Estimate!!Grandchildren with no parent present!!With grandparent responsible!!Grandchildren under 18 years living with a grandparent householder!!AGE!!12 to 17 years,Estimate!!Grandchildren with no parent present!!With grandparent responsible!!Grandchildren under 18 years living with a grandparent householder!!AGE!!12 to 17 years,,,,,,,,,,,,
Subject Tables,S1001,S1001_C01_005E,S1001_C01_005E,No Change,Estimate!!Total!!Grandchildren under 18 years living with a grandparent householder!!RACE AND HISPANIC OR LATINO ORIGIN!!One race,Estimate!!Total!!Grandchildren under 18 years living with a grandparent householder!!RACE AND HISPANIC OR LATINO ORIGIN!!One race,,,,,,,,,,,,
Subject Tables,S1001,S1001_C02_005E,S1001_C02_005E,No Change,Estimate!!Total!!With grandparent responsible!!Grandchildren under 18 years living with a grandparent householder!!RACE AND HISPANIC OR LATINO ORIGIN!!One race,Estimate!!Total!!With grandparent responsible!!Grandchildren under 18 years living with a grandparent householder!!RACE AND HISPANIC OR LATINO ORIGIN!!One race,,,,,,,,,,,,
Subject Tables,S1001,S1001_C03_005E,S1001_C03_005E,No Change,Estimate!!Grandchildren with no parent present!!With grandparent responsible!!Grandchildren under 18 years living with a grandparent householder!!RACE AND HISPANIC OR LATINO ORIGIN!!One race,Estimate!!Grandchildren with no parent present!!With grandparent responsible!!Grandchildren under 18 years living with a grandparent householder!!RACE AND HISPANIC OR LATINO ORIGIN!!One race,,,,,,,,,,,,
Subject Tables,S1001,S1001_C01_006E,S1001_C01_006E,No Change,Estimate!!Total!!Grandchildren under 18 years living with a grandparent householder!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White,Estimate!!Total!!Grandchildren under 18 years living with a grandparent householder!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White,,,,,,,,,,,,
Subject Tables,S1001,S1001_C02_006E,S1001_C02_006E,No Change,Estimate!!Total!!With grandparent responsible!!Grandchildren under 18 years living with a grandparent householder!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White,Estimate!!Total!!With grandparent responsible!!Grandchildren under 18 years living with a grandparent householder!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White,,,,,,,,,,,,
Subject Tables,S1001,S1001_C03_006E,S1001_C03_006E,No Change,Estimate!!Grandchildren with no parent present!!With grandparent responsible!!Grandchildren under 18 years living with a grandparent householder!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White,Estimate!!Grandchildren with no parent present!!With grandparent responsible!!Grandchildren under 18 years living with a grandparent householder!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White,,,,,,,,,,,,
Subject Tables,S1001,S1001_C01_007E,S1001_C01_007E,No Change,Estimate!!Total!!Grandchildren under 18 years living with a grandparent householder!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American,Estimate!!Total!!Grandchildren under 18 years living with a grandparent householder!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American,,,,,,,,,,,,
Subject Tables,S1001,S1001_C02_007E,S1001_C02_007E,No Change,Estimate!!Total!!With grandparent responsible!!Grandchildren under 18 years living with a grandparent householder!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American,Estimate!!Total!!With grandparent responsible!!Grandchildren under 18 years living with a grandparent householder!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American,,,,,,,,,,,,
Subject Tables,S1001,S1001_C03_007E,S1001_C03_007E,No Change,Estimate!!Grandchildren with no parent present!!With grandparent responsible!!Grandchildren under 18 years living with a grandparent householder!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American,Estimate!!Grandchildren with no parent present!!With grandparent responsible!!Grandchildren under 18 years living with a grandparent householder!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American,,,,,,,,,,,,
